landmark,threshold,LSTM_net_benefit,treat_all,treat_none
0,0.01,0.034595063340428965,0.03253467279629605,0
0,0.01292929292929293,0.033171578633702986,0.029663522249632195,0
0,0.015858585858585857,0.03131898878069168,0.02677527976704445,0
0,0.018787878787878787,0.030038346209752625,0.0238697922706632,0
0,0.021717171717171718,0.028549745936835763,0.020946904849161646,0
0,0.024646464646464646,0.0272660479016434,0.01800646073022357,0
0,0.027575757575757573,0.026532218474699602,0.015048301252513455,0
0,0.030505050505050507,0.025831190576373037,0.012072265837138493,0
0,0.033434343434343435,0.02490189552957238,0.009078191958591652,0
0,0.03636363636363636,0.023811998205938177,0.006065915115164756,0
0,0.03929292929292929,0.022666882418389253,0.0030352687988203166,0
0,0.042222222222222223,0.0218058124124592,-1.3915535489538917e-05,0
0,0.04515151515151515,0.021407111120810424,-0.003081808501068822,0
0,0.04808080808080808,0.020937642976294264,-0.00616858281130043,0
0,0.05101010101010101,0.0203094830135977,-0.009274413312058234,0
0,0.05393939393939394,0.01956557388421011,-0.01239947701472121,0
0,0.05686868686868687,0.018716827040478414,-0.015543953129802997,0
0,0.059797979797979794,0.018115219999088644,-0.01870802310120995,0
0,0.06272727272727271,0.017614298548568167,-0.021891870641141717,0
0,0.06565656565656565,0.017208863569667863,-0.02509568176564819,0
0,0.06858585858585858,0.01662983676676078,-0.028319644830857558,0
0,0.0715151515151515,0.016329174929900554,-0.03156395056989004,0
0,0.07444444444444444,0.015967835900364796,-0.034828792130472665,0
0,0.07737373737373736,0.015292960672609423,-0.038114365113270494,0
0,0.08030303030303029,0.015187320674146836,-0.041420867610950526,0
0,0.08323232323232323,0.014722867118578325,-0.0447485002479943,0
0,0.08616161616161615,0.014336920604517469,-0.04809746622127643,0
0,0.08909090909090908,0.013607051985675033,-0.05146797134142603,0
0,0.09202020202020202,0.013020154069121657,-0.0548602240749885,0
0,0.09494949494949494,0.012573703391352258,-0.0582744355874066,0
0,0.09787878787878787,0.012255722388555575,-0.061710819786838546,0
0,0.10080808080808079,0.011876184293292773,-0.06516959336883248,0
0,0.10373737373737373,0.011101941453351418,-0.06865097586187743,0
0,0.10666666666666666,0.010803721125177244,-0.07215518967385011,0
0,0.10959595959595958,0.01063240105468665,-0.07568246013937856,0
0,0.11252525252525251,0.009999964978192282,-0.07923301556814406,0
0,0.11545454545454543,0.009773980394162751,-0.08280708729414245,0
0,0.11838383838383837,0.009410784418764242,-0.08640490972592774,0
0,0.1213131313131313,0.009095263170029896,-0.09002672039786055,0
0,0.12424242424242422,0.008562581446588025,-0.09367276002238532,0
0,0.12717171717171716,0.008255710252237024,-0.09734327254335987,0
0,0.1301010101010101,0.008077232659344371,-0.10103850519046266,0
0,0.13303030303030303,0.007734199263855763,-0.10475870853470305,0
0,0.13595959595959595,0.007279840008596457,-0.10850413654506055,0
0,0.1388888888888889,0.007231788220776583,-0.11227504664628031,0
0,0.14181818181818182,0.007040961824548708,-0.11607169977785212,0
0,0.14474747474747474,0.006796732345510907,-0.11989436045420139,0
0,0.14767676767676768,0.006768833816554913,-0.1237432968261217,0
0,0.1506060606060606,0.006729496273303583,-0.12761878074347804,0
0,0.15353535353535352,0.006408838833949361,-0.13152108781921223,0
0,0.15646464646464647,0.006248044094495325,-0.13545049749468213,0
0,0.1593939393939394,0.0061265303212309115,-0.13940729310636651,0
0,0.1623232323232323,0.006122911217441771,-0.14339176195397008,0
0,0.16525252525252526,0.006107673462920105,-0.14740419536996197,0
0,0.16818181818181818,0.00593707043088942,-0.1514448887905838,0
0,0.1711111111111111,0.005651377006789724,-0.1555141418283633,0
0,0.17404040404040405,0.005662611710351507,-0.1596122583461711,0
0,0.17696969696969697,0.005757173090712544,-0.16373954653285872,0
0,0.1798989898989899,0.0053920219619320265,-0.16789631898051782,0
0,0.1828282828282828,0.005360254581158302,-0.17208289276340125,0
0,0.18575757575757576,0.005213615674678752,-0.1762995895185471,0
0,0.18868686868686868,0.005057671911465131,-0.18054673552814987,0
0,0.1916161616161616,0.004720498147711127,-0.1848246618037225,0
0,0.19454545454545455,0.004508223223377978,-0.1891337041720947,0
0,0.19747474747474747,0.0044659156226184845,-0.1934742033632945,0
0,0.2004040404040404,0.004603752882184988,-0.19784650510036209,0
0,0.20333333333333334,0.00455191448800933,-0.20225096019114472,0
0,0.20626262626262626,0.0042464343889684515,-0.20668792462212401,0
